165;Make a simple musical instrument;0,25;music;1;0;7091374;;2023-10-03 17:38:16.0115548
172;Learn how to iceskate or rollerskate;0,25;recreational;1;0;5947957;;2023-10-03 18:37:57.2736620
152;Prepare a dish from a foreign culture;0,3;cooking;1;0;8061754;;2023-10-03 16:36:35.7815216
179;Learn how to use a french press;0,3;recreational;1;0;4522866;https://en.wikipedia.org/wiki/French_press;2023-10-03 20:11:56.5289948
114;Fix something that's broken in your house;0,3;diy;1;0;6925988;;2023-10-03 14:43:19.4515249
116;Pot some plants and put them around your house;0,3;relaxation;1;0;6613330;;2023-10-03 14:45:20.7025226
131;Learn woodworking;0,3;diy;1;0;9216391;;2023-10-03 15:14:40.2065406
99;Plant a tree;0,3;recreational;1;0;1942393;;2023-10-03 14:08:57.1507876
59;Learn origami;0,3;education;1;0;8394738;;2023-10-03 12:53:58.8229180
101;Learn how to make a website;0,3;education;1;0;9924423;;2023-10-03 14:10:58.4251778
56;Bake pastries for you and your neighbor;0,3;cooking;1;0;8125168;;2023-10-03 12:50:57.0238205
49;Find a DIY to do;0,3;diy;1;0;4981819;;2023-10-03 12:39:49.3958222
52;Bake something you've never tried before;0,3;cooking;1;0;5665663;;2023-10-03 12:42:51.4325006
19;Mow your lawn;0,3;busywork;1;0;3590127;;2023-10-03 12:03:21.3943950
26;Buy a new house decoration;0,3;recreational;1;0;3456114;;2023-10-03 12:10:26.1688016
41;Go to a concert with local artists with some friends;0,3;social;3;0;2211716;;2023-10-03 12:29:42.2242610
142;Bake a pie with some friends;0,3;cooking;3;0;3141592;;2023-10-03 15:49:01.7868808
141;Go see a Broadway production;0,3;recreational;4;1;4448913;;2023-10-03 15:40:56.7415417
194;Go see a movie in theaters with a few friends;0,3;social;4;0;5262759;;2023-10-04 02:27:04.9713052
3;Go to an escape room;0,3;social;4;1;5585829;;2023-10-03 11:47:08.0454418
7;Play a volleyball match with some friends;0,3;social;4;0;4306710;;2023-10-03 11:51:11.7068690
91;Play a game of Monopoly;0,3;social;4;0;1408058;;2023-10-03 13:46:42.4578907
133;Take a spontaneous road trip with some friends;0,3;social;4;0;2085321;;2023-10-03 15:19:43.3466662
17;Have a jam session with your friends;0,3;music;5;0;2715253;;2023-10-03 12:01:19.4184845
27;Explore the nightlife of your city;0,32;social;1;0;2237769;;2023-10-03 12:11:26.7839843
125;Donate blood at a local blood center;0,35;charity;1;0;6509779;https://www.redcross.org/give-blood;2023-10-03 15:06:34.9818052
75;Start a garden;0,35;recreational;1;0;1934228;;2023-10-03 13:12:10.6338516
164;Go to a karaoke bar with some friends;0,35;social;4;1;9072906;;2023-10-03 17:36:14.7745899
173;Learn the Chinese erhu;0,4;music;1;1;2742452;;2023-10-03 18:40:59.1022224
67;Repaint a room in your house;0,4;recreational;1;0;4877086;;2023-10-03 13:02:04.2668421
50;Play a game of tennis with a friend;0,4;social;2;0;1093640;;2023-10-03 12:40:50.0490602
80;Go on a fishing trip with some friends;0,4;social;3;0;3149232;;2023-10-03 13:26:29.3376634
58;Go to a concert with some friends;0,4;social;4;1;4558850;;2023-10-03 12:52:58.2183080
63;Go to a nail salon;0,5;relaxation;1;0;7526324;;2023-10-03 12:58:01.4823882
34;Start a collection;0,5;recreational;1;0;1718657;;2023-10-03 12:19:32.3077564
96;Volunteer at a local animal shelter;0,5;charity;1;0;1382389;;2023-10-03 13:58:50.7195786
97;Draft your living will;0,5;busywork;1;0;2360432;https://www.investopedia.com/terms/l/livingwill.asp;2023-10-03 13:59:51.3523346
145;Prepare a 72-hour kit;0,5;busywork;1;1;4266522;https://www.ready.gov/kit;2023-10-03 16:00:09.2500762
100;Learn the periodic table;0,6;education;1;0;3621244;https://en.wikipedia.org/wiki/Periodic_table;2023-10-03 14:09:57.8083821
137;Learn to play a new instrument;0,6;music;1;1;3192099;;2023-10-03 15:30:50.3252598
107;Visit your past teachers;0,7;social;1;0;8238918;;2023-10-03 14:29:10.2259847
55;Learn how to use an Arduino;0,7;education;1;0;8264223;https://en.wikipedia.org/wiki/Arduino;2023-10-03 12:49:56.3977582
68;Visit a nearby museum;0,7;recreational;1;0;5490351;;2023-10-03 13:03:04.9763413
182;Play basketball with a group of friends;0,7;social;5;0;8683473;;2023-10-03 21:11:35.9919725
181;Learn GraphQL;0,8;education;1;0;2167064;https://graphql.org/;2023-10-03 20:19:01.0167630
10;Learn Kotlin;0,8;education;1;0;3950821;https://kotlinlang.org/;2023-10-03 11:54:14.3778407
5;Improve your touch typing;0,8;busywork;1;0;2526437;https://en.wikipedia.org/wiki/Touch_typing;2023-10-03 11:49:10.0217741
139;Write a handwritten letter to somebody;0,8;social;1;0;2277801;;2023-10-03 15:35:53.5301777
136;Memorize a favorite quote or poem;0,8;education;1;0;9008639;;2023-10-03 15:29:49.7013850
130;Do something you used to do as a kid;0,8;relaxation;1;0;8827573;;2023-10-03 15:13:39.6159394
70;Donate to your local food bank;0,8;charity;1;1;4150284;;2023-10-03 13:07:07.5676041
167;Cook something together with someone;0,8;cooking;2;0;1799120;;2023-10-03 17:46:21.3871953
156;Have a photo session with some friends;0,8;social;4;0;3305912;;2023-10-03 16:51:45.1404250
71;Start a band;0,8;music;4;0;5675880;;2023-10-03 13:08:08.1557178
104;Research a topic you're interested in;0,9;education;1;0;3561421;;2023-10-03 14:24:06.7046869
119;Learn Javascript;0,9;education;1;0;3469378;;2023-10-03 14:50:23.8450383
57;Organize your basement;0,9;busywork;1;0;8203595;;2023-10-03 12:51:57.6237087
46;Go for a run;0,9;recreational;1;0;6852505;;2023-10-03 12:35:46.3540809
161;Listen to music you haven't heard in a while;0,9;music;1;0;4296813;;2023-10-03 17:20:03.2738781
163;Do yoga;0,9;recreational;1;0;4688012;;2023-10-03 17:30:09.9197753
174;Start a webinar on a topic of your choice;0,9;education;1;0;6826029;;2023-10-03 18:56:08.4052038
171;Do a jigsaw puzzle;1;recreational;1;0;8550768;https://en.wikipedia.org/wiki/Jigsaw_puzzle;2023-10-03 18:20:46.5588613
69;Watch the sunset or the sunrise;1;recreational;1;0;4748214;;2023-10-03 13:05:06.2950236
14;Organize your dresser;1;busywork;1;0;7556665;;2023-10-03 11:58:17.4886478
35;Sit in the dark and listen to your favorite music with no distractions;1;relaxation;1;0;9908721;;2023-10-03 12:20:33.3915569
24;Start a family tree;1;social;1;0;6825484;https://en.wikipedia.org/wiki/Family_tree;2023-10-03 12:08:24.9641473
25;Look at pictures and videos of cute animals;1;relaxation;1;0;2565076;;2023-10-03 12:09:25.5636532
88;Learn how to beatbox;1;recreational;1;0;8731710;https://en.wikipedia.org/wiki/Beatboxing;2023-10-03 13:42:39.3323077
77;Look at your finances and find one way to save money;1;busywork;1;0;5977626;;2023-10-03 13:16:13.3447415
84;Match your storage containers with their lids;1;busywork;1;0;4940907;;2023-10-03 13:33:33.7331915
